t,o,h,l,c,v,qv
1758440340000,4480.63,4481.3,4480.63,4481.3,218.439,978826.03307
1758440400000,4481.3,4481.3,4479.74,4480.01,1603.5,7184807.75202
1758440460000,4480.01,4480.42,4480.01,4480.41,199.778,895020.85504
1758440520000,4480.41,4480.42,4478.91,4478.92,188.435,844165.525
1758440580000,4478.91,4478.92,4478.91,4478.92,166.4,745291.05195
1758440640000,4478.91,4478.92,4478.19,4478.85,687.198,3077771.34598
1758440700000,4478.84,4478.84,4477.37,4477.37,505.938,2265725.95612
1758440760000,4477.37,4477.37,4477.17,4477.18,233.761,1046591.17097
1758440820000,4477.17,4478.1,4476.73,4476.73,508.272,2275650.08241
1758440880000,4476.73,4477.0,4476.0,4476.01,532.044,2381799.71515
1758440940000,4476.0,4476.01,4475.47,4475.61,807.035,3612076.31319
1758441000000,4475.62,4477.46,4475.61,4477.46,507.549,2272118.50021
1758441060000,4477.46,4477.46,4475.83,4475.84,363.897,1628948.38533
1758441120000,4475.83,4477.35,4475.63,4475.63,289.878,1297581.24671
1758441180000,4475.63,4475.64,4474.98,4475.29,652.91,2921891.40881
1758441240000,4475.3,4476.46,4475.29,4476.42,392.706,1757651.13925
1758441300000,4476.42,4476.42,4474.76,4474.86,700.627,3135377.95373
1758441360000,4474.86,4474.86,4473.7,4473.7,433.218,1938293.13081
1758441420000,4473.71,4474.09,4473.7,4474.09,238.688,1067864.31267
1758441480000,4474.08,4474.38,4474.08,4474.37,182.389,816039.54745
1758441540000,4474.37,4476.05,4474.09,4475.85,851.622,3811126.72952
1758441600000,4475.85,4477.41,4475.85,4477.22,460.15,2059891.43029
1758441660000,4477.21,4477.41,4476.96,4477.41,469.96,2104127.02225
1758441720000,4477.41,4477.74,4477.19,4477.3,506.076,2265890.23189
1758441780000,4477.3,4477.3,4476.8,4476.8,160.097,716774.7697
1758441840000,4476.8,4477.36,4476.79,4477.11,369.832,1655795.77595
1758441900000,4477.12,4477.76,4477.11,4477.15,368.257,1648913.85418
1758441960000,4477.11,4477.12,4476.15,4476.15,390.335,1747475.61363
1758442020000,4476.15,4476.16,4476.15,4476.16,345.176,1545060.85473
1758442080000,4476.15,4476.16,4473.21,4473.21,796.869,3565851.00712
1758442140000,4473.21,4473.22,4473.21,4473.21,195.379,873971.94095
1758442200000,4473.22,4473.22,4471.27,4471.97,1135.335,5077749.3689
1758442260000,4471.98,4472.47,4471.74,4471.75,393.38,1759162.95871
1758442320000,4471.75,4473.07,4471.75,4471.88,768.786,3438174.8232
1758442380000,4471.87,4472.13,4471.87,4472.11,320.919,1435142.21611
1758442440000,4472.11,4472.35,4472.11,4472.34,200.871,898321.67594
1758442500000,4472.35,4473.0,4472.12,4472.99,462.113,2066891.80271
1758442560000,4473.0,4473.0,4471.43,4471.43,470.328,2103335.86791
1758442620000,4471.43,4471.43,4471.02,4471.03,583.271,2607961.55428
1758442680000,4471.03,4471.42,4470.01,4470.02,689.495,3082681.64069
1758442740000,4470.01,4470.74,4470.0,4470.42,918.69,4106735.63067
1758442800000,4470.42,4470.61,4469.43,4470.14,731.016,3267630.56499
1758442860000,4470.15,4470.15,4470.0,4470.01,262.054,1171400.06998
1758442920000,4470.0,4470.01,4469.5,4469.51,346.329,1547977.84843
1758442980000,4469.51,4469.51,4468.64,4469.23,903.267,4036609.2393
1758443040000,4469.23,4469.24,4468.64,4468.64,456.046,2038068.90221
1758443100000,4468.65,4468.65,4468.2,4468.21,363.732,1625304.58574
1758443160000,4468.21,4468.21,4468.2,4468.21,187.895,839553.481
1758443220000,4468.2,4470.0,4468.2,4470.0,981.608,4386884.72154
1758443280000,4469.99,4470.0,4465.03,4465.81,5669.448,25323726.76854
1758443340000,4465.82,4465.82,4465.06,4465.62,1432.736,6397909.59413
1758443400000,4465.62,4466.0,4465.0,4465.57,1494.432,6673232.50465
1758443460000,4465.57,4466.0,4465.23,4465.23,953.69,4258908.96406
1758443520000,4465.23,4465.24,4465.2,4465.21,760.448,3395576.40409
1758443580000,4465.21,4465.21,4465.0,4465.01,1163.161,5193533.66949
1758443640000,4465.01,4465.01,4464.4,4464.99,957.959,4276883.62928
1758443700000,4464.99,4466.84,4464.98,4466.83,1875.646,8376667.3034
1758443760000,4466.84,4468.68,4466.83,4468.68,1063.753,4752582.39762
1758443820000,4468.68,4468.69,4467.14,4467.55,1542.616,6893204.47816
1758443880000,4467.55,4469.02,4467.55,4469.01,1458.142,6515658.78663
1758443940000,4469.01,4469.02,4467.44,4467.45,640.832,2863334.58623
1758444000000,4467.45,4467.45,4467.26,4467.27,213.48,953673.08418
1758444060000,4467.27,4468.0,4467.26,4467.51,299.447,1337754.02439
1758444120000,4467.51,4468.81,4467.5,4467.5,771.158,3445676.10072
1758444180000,4467.5,4467.51,4467.45,4467.46,209.136,934310.83344
1758444240000,4467.45,4468.68,4467.45,4468.67,668.537,2987323.61157
1758444300000,4468.67,4469.0,4468.67,4468.67,268.722,1200863.35694
1758444360000,4468.68,4468.68,4468.67,4468.68,146.256,653570.82346
1758444420000,4468.67,4468.68,4467.26,4467.26,529.387,2365238.61465
1758444480000,4467.27,4468.67,4467.26,4467.28,469.427,2097350.11576
1758444540000,4467.28,4467.75,4466.21,4466.51,667.477,2981571.17879
1758444600000,4466.52,4467.42,4466.51,4467.42,629.95,2814007.05316
1758444660000,4467.41,4467.42,4466.51,4466.51,536.279,2395386.47089
1758444720000,4466.52,4467.42,4466.51,4467.11,414.77,1852745.73242
1758444780000,4467.11,4467.12,4466.51,4466.51,787.578,3517813.61021
1758444840000,4466.52,4467.31,4466.51,4467.01,622.487,2780560.32339
1758444900000,4467.01,4467.02,4466.51,4466.51,380.247,1698421.3297
1758444960000,4466.51,4467.31,4466.51,4466.53,538.19,2403938.69589
1758445020000,4466.52,4466.53,4465.78,4465.78,728.04,3251692.25667
1758445080000,4465.78,4467.63,4465.78,4467.63,724.06,3234018.28433
1758445140000,4467.63,4467.63,4467.2,4467.26,551.241,2462610.55457
1758445200000,4467.27,4467.44,4466.66,4467.43,619.158,2765710.04906
1758445260000,4467.44,4470.16,4467.43,4468.45,1435.382,6415038.13948
1758445320000,4468.45,4468.46,4467.54,4468.0,588.007,2627229.7012
1758445380000,4468.0,4468.01,4468.0,4468.0,231.127,1032676.86008
1758445440000,4468.01,4468.68,4467.18,4468.31,561.712,2509696.5868
1758445500000,4468.31,4469.71,4468.31,4469.7,353.182,1578493.62126
1758445560000,4469.7,4469.7,4468.12,4468.95,426.978,1908056.87844
1758445620000,4468.96,4468.96,4468.1,4468.1,454.546,2031171.91259
1758445680000,4468.1,4468.11,4467.31,4467.31,480.068,2144730.87291
1758445740000,4467.32,4468.6,4467.3,4468.6,387.985,1733442.90134
1758445800000,4468.59,4468.96,4467.6,4467.6,344.936,1541387.49156
1758445860000,4467.6,4472.0,4467.32,4471.79,3804.761,17007565.88494
1758445920000,4471.8,4472.16,4470.84,4471.17,1329.322,5943954.36075
1758445980000,4471.18,4471.18,4469.46,4469.46,524.015,2342621.1167
1758446040000,4469.47,4469.47,4463.0,4463.34,5139.909,22952370.31267
1758446100000,4463.35,4463.35,4460.17,4460.41,3482.851,15538616.01147
1758446160000,4460.42,4460.62,4458.2,4460.62,4461.07,19893331.42708
1758446220000,4460.62,4460.62,4458.3,4460.39,1905.729,8498878.11463
1758446280000,4460.4,4460.4,4458.5,4459.63,2166.893,9663302.56789
1758446340000,4459.63,4460.21,4457.99,4459.61,2732.774,12186189.29733
1758446400000,4459.61,4459.61,4457.93,4457.93,1272.581,5673782.78529
1758446460000,4457.94,4459.06,4457.93,4459.06,1381.288,6158094.86827
1758446520000,4459.06,4459.65,4458.52,4458.95,667.621,2977053.18168
1758446580000,4458.96,4460.0,4458.95,4459.0,1082.063,4825463.16751
1758446640000,4459.01,4459.01,4457.63,4457.96,2425.542,10813939.11294
1758446700000,4457.96,4457.97,4452.05,4453.79,8939.916,39826980.11833
1758446760000,4453.79,4454.87,4451.38,4451.7,5366.381,23896845.52116
1758446820000,4451.71,4453.64,4450.5,4453.63,3474.916,15469987.33879
1758446880000,4453.64,4453.65,4451.44,4451.98,2319.023,10325994.99949
1758446940000,4451.98,4454.7,4451.95,4454.7,2719.286,12110175.13573
1758447000000,4454.7,4454.7,4451.19,4451.19,2391.234,10646152.07153
1758447060000,4451.19,4451.19,4440.07,4446.82,21425.395,95245262.82276
1758447120000,4446.82,4448.25,4445.65,4448.25,5145.101,22878421.60352
1758447180000,4448.25,4450.0,4446.39,4448.99,4952.462,22032724.84142
1758447240000,4449.0,4451.08,4448.97,4450.77,2988.611,13300074.84605
1758447300000,4450.76,4450.77,4446.5,4446.5,1814.449,8072889.88942
1758447360000,4446.5,4446.92,4446.0,4446.92,1541.089,6852521.3849
1758447420000,4446.91,4446.92,4443.1,4445.5,3630.954,16138957.26627
1758447480000,4445.51,4447.74,4444.68,4447.65,2999.481,13337273.75627
1758447540000,4447.66,4448.61,4446.27,4448.61,2014.834,8961120.90169
1758447600000,4448.61,4449.15,4447.47,4447.53,2311.088,10280807.12414
1758447660000,4447.53,4451.01,4447.53,4450.51,3062.42,13627921.04728
1758447720000,4450.51,4451.01,4449.86,4451.0,1202.151,5350169.40455
1758447780000,4451.01,4453.6,4451.01,4453.59,1539.025,6852045.4144
1758447840000,4453.6,4455.72,4453.59,4454.75,3753.43,16720998.88362
1758447900000,4454.74,4454.74,4450.88,4452.73,2222.785,9896024.82761
1758447960000,4452.72,4454.69,4452.72,4453.67,1600.003,7126037.27881
1758448020000,4453.67,4455.72,4453.66,4455.31,1830.585,8155537.14701
1758448080000,4455.31,4458.44,4455.31,4457.68,5004.888,22306031.57365
1758448140000,4457.68,4459.66,4456.0,4459.66,3059.247,13638053.516
1758448200000,4459.66,4465.45,4459.65,4464.49,7558.298,33734305.15923
1758448260000,4464.49,4464.65,4462.0,4462.38,2096.767,9358204.15869
1758448320000,4462.39,4464.0,4462.38,4462.38,1373.338,6129463.52775
1758448380000,4462.38,4462.39,4461.36,4461.85,896.167,3998531.51079
1758448440000,4461.85,4461.86,4460.22,4460.52,731.809,3264557.70313
1758448500000,4460.53,4462.71,4460.53,4461.88,974.982,4350233.95768
1758448560000,4461.89,4463.2,4461.88,4462.16,1083.691,4835930.72533
1758448620000,4462.16,4464.82,4462.0,4464.81,1218.851,5441259.8597
1758448680000,4464.8,4466.09,4464.8,4465.42,1384.37,6181767.23349
1758448740000,4465.42,4465.43,4463.49,4464.1,1499.976,6696276.63939
1758448800000,4464.09,4464.1,4464.09,4464.09,325.357,1452424.28195
1758448860000,4464.09,4465.99,4464.09,4465.98,731.386,3265505.90413
1758448920000,4465.99,4467.0,4465.98,4467.0,1167.251,5213425.01544
1758448980000,4467.0,4467.0,4465.59,4465.99,906.074,4046844.57881
1758449040000,4465.99,4466.0,4465.99,4466.0,329.538,1471715.03287
1758449100000,4466.0,4466.0,4465.0,4465.64,846.805,3781418.31659
1758449160000,4465.64,4465.99,4465.05,4465.4,804.536,3592743.74944
1758449220000,4465.39,4466.53,4463.22,4463.23,2311.628,10321876.94275
1758449280000,4463.22,4463.23,4459.0,4459.93,3313.089,14778109.08727
1758449340000,4459.93,4460.4,4459.92,4460.13,609.448,2718235.72301
1758449400000,4460.14,4461.74,4460.13,4461.43,604.147,2695222.3605
1758449460000,4461.42,4461.82,4461.42,4461.43,561.213,2503964.4253
1758449520000,4461.43,4462.0,4461.42,4462.0,349.111,1557646.47355
1758449580000,4462.0,4462.82,4461.99,4462.82,544.761,2430941.68831
1758449640000,4462.81,4462.82,4462.0,4462.01,252.563,1127007.11981
1758449700000,4462.0,4462.01,4457.61,4458.29,1482.928,6612807.83447
1758449760000,4458.28,4459.65,4457.56,4459.65,644.534,2873479.44664
1758449820000,4459.64,4459.65,4458.37,4459.62,714.021,3183971.98545
1758449880000,4459.61,4459.62,4458.78,4459.26,362.301,1615523.51495
1758449940000,4459.25,4459.26,4457.82,4457.82,566.454,2525391.15
1758450000000,4457.82,4458.56,4457.5,4458.56,471.618,2102445.06915
1758450060000,4458.56,4458.78,4458.0,4458.61,312.682,1394095.68806
1758450120000,4458.61,4460.09,4458.03,4458.53,561.844,2505199.17452
1758450180000,4458.54,4460.58,4457.62,4460.57,341.2,1521464.59024
1758450240000,4460.58,4465.36,4459.81,4465.0,898.677,4009972.90753
1758450300000,4464.96,4464.96,4463.33,4463.34,437.677,1953809.93818
1758450360000,4463.33,4463.34,4460.0,4461.15,788.409,3517427.02763
1758450420000,4461.15,4462.42,4461.15,4461.99,612.162,2731298.50538
1758450480000,4461.98,4463.56,4461.98,4463.56,248.159,1107413.79667
1758450540000,4463.56,4463.56,4463.05,4463.06,284.921,1271714.94552
1758450600000,4463.05,4463.07,4462.12,4462.61,544.851,2431611.71145
1758450660000,4462.62,4463.05,4462.1,4462.31,212.763,949493.78604
1758450720000,4462.32,4463.0,4462.31,4463.0,248.792,1110245.58266
1758450780000,4463.0,4463.13,4462.05,4463.13,413.636,1846011.50392
1758450840000,4463.13,4464.5,4463.13,4464.01,316.877,1414574.21829
1758450900000,4464.0,4465.62,4463.23,4463.24,1224.85,5468588.23391
1758450960000,4463.24,4463.72,4462.17,4463.72,326.092,1455288.52823
1758451020000,4463.72,4465.34,4463.72,4465.34,495.915,2214125.94401
1758451080000,4465.34,4466.66,4464.69,4466.37,3156.787,14097572.85164
1758451140000,4466.38,4467.18,4465.44,4465.46,1494.194,6673731.10593
1758451200000,4465.46,4466.13,4465.46,4466.12,214.778,959200.15711
1758451260000,4466.13,4466.13,4466.12,4466.12,86.108,384569.24476
1758451320000,4466.12,4466.13,4466.12,4466.13,115.525,515949.14709
1758451380000,4466.12,4466.66,4465.36,4465.36,501.127,2238191.98274
1758451440000,4465.37,4465.37,4462.93,4462.93,265.578,1185527.4139
1758451500000,4462.94,4462.94,4462.0,4462.0,207.389,925545.46806
1758451560000,4462.0,4462.01,4459.29,4459.29,542.338,2418999.60854
1758451620000,4459.29,4460.12,4458.0,4460.12,1038.829,4631889.1441
1758451680000,4460.12,4460.12,4457.47,4457.84,1699.637,7577341.40521
1758451740000,4457.83,4457.83,4456.35,4457.11,807.263,3597925.86469
1758451800000,4457.1,4458.54,4457.1,4457.5,1130.155,5038247.60979
1758451860000,4457.5,4458.8,4457.46,4458.8,272.747,1215834.47762
1758451920000,4458.79,4459.24,4457.44,4457.44,270.265,1204920.61233
1758451980000,4457.45,4457.71,4457.44,4457.71,270.645,1206435.31544
1758452040000,4457.71,4458.39,4457.7,4458.39,355.94,1586714.19763
1758452100000,4458.38,4458.39,4456.65,4456.66,382.576,1705414.67497
1758452160000,4456.65,4456.66,4456.0,4456.62,554.475,2470853.51507
1758452220000,4456.61,4457.1,4456.3,4457.1,377.144,1680818.65342
1758452280000,4457.09,4458.0,4456.74,4456.74,396.712,1768382.82604
1758452340000,4456.74,4457.19,4456.46,4456.47,232.599,1036664.54622
1758452400000,4456.47,4456.47,4455.0,4455.0,863.064,3845544.16973
1758452460000,4455.0,4455.8,4453.55,4455.29,1138.616,5072423.39625
1758452520000,4455.28,4456.19,4455.28,4456.17,553.711,2467169.19356
1758452580000,4456.17,4459.21,4456.17,4459.21,791.08,3526587.60073
1758452640000,4459.21,4459.26,4458.0,4459.05,1052.838,4694479.06034
1758452700000,4459.05,4461.11,4458.26,4461.1,430.111,1918273.79765
1758452760000,4461.11,4463.0,4461.1,4462.99,592.497,2643985.99214
1758452820000,4462.99,4464.66,4462.81,4462.83,879.858,3927380.84365
1758452880000,4462.83,4462.83,4462.43,4462.44,272.977,1218145.85691
1758452940000,4462.44,4462.44,4460.25,4460.25,517.991,2310908.82674
1758453000000,4460.25,4462.44,4460.24,4462.44,569.5,2540770.2769
1758453060000,4462.44,4463.99,4462.43,4463.99,459.38,2050248.88631
1758453120000,4463.98,4464.08,4463.18,4463.64,616.068,2749918.76315
1758453180000,4463.64,4463.9,4463.04,4463.46,450.993,2013118.11431
1758453240000,4463.45,4463.45,4462.68,4462.7,122.011,544517.22958
1758453300000,4462.69,4462.7,4460.12,4460.23,743.674,3317741.58045
1758453360000,4460.23,4460.33,4459.6,4459.71,357.333,1593689.2987
1758453420000,4459.71,4460.29,4459.7,4460.29,273.333,1218997.87143
1758453480000,4460.29,4461.29,4460.29,4461.28,289.43,1291134.72408
1758453540000,4461.28,4461.29,4459.72,4459.72,252.841,1127856.8739
1758453600000,4459.72,4461.47,4459.72,4460.45,507.92,2265712.10066
1758453660000,4460.44,4460.44,4459.3,4459.3,295.639,1318440.93615
1758453720000,4459.3,4459.31,4458.53,4458.66,545.385,2431848.97929
1758453780000,4458.65,4458.66,4457.88,4458.5,1034.237,4610684.33351
1758453840000,4458.5,4461.2,4458.5,4461.2,1303.412,5813167.96123
1758453900000,4461.2,4461.96,4460.68,4460.68,493.831,2203243.22425
1758453960000,4460.68,4460.69,4458.35,4458.36,605.839,2701458.01748
1758454020000,4458.36,4460.44,4458.36,4459.97,250.285,1116131.32261
1758454080000,4459.96,4460.54,4459.96,4459.97,187.708,837227.69209
1758454140000,4459.96,4460.73,4459.96,4460.72,344.32,1535829.1086
1758454200000,4460.72,4461.0,4459.89,4459.9,706.853,3152895.31216
1758454260000,4459.89,4459.9,4459.81,4459.82,231.959,1034497.6196
1758454320000,4459.82,4459.82,4459.11,4459.51,391.765,1747040.41251
1758454380000,4459.52,4462.06,4459.51,4462.06,664.263,2963342.79587
1758454440000,4462.06,4463.0,4460.04,4460.05,940.278,4195658.34394
1758454500000,4460.05,4460.73,4459.45,4460.73,487.658,2174920.70289
1758454560000,4460.73,4462.06,4460.72,4461.68,539.082,2405344.89114
1758454620000,4461.68,4461.68,4460.5,4460.51,259.723,1158629.12984
1758454680000,4460.5,4462.06,4460.5,4462.06,507.068,2262080.62688
1758454740000,4462.06,4462.99,4462.05,4462.99,585.969,2614659.18665
1758454800000,4463.0,4464.0,4462.99,4463.99,342.799,1530064.68139
1758454860000,4464.0,4464.0,4461.71,4462.99,838.388,3741587.20697
1758454920000,4463.0,4463.3,4462.99,4463.3,104.228,465198.53361
1758454980000,4463.29,4464.0,4463.29,4464.0,225.16,1005020.48733
1758455040000,4464.0,4464.2,4462.28,4462.29,745.098,3325615.48845
1758455100000,4462.28,4462.7,4462.01,4462.01,281.306,1255313.00192
1758455160000,4462.01,4462.51,4460.96,4461.34,330.2,1473282.91515
1758455220000,4461.33,4461.93,4459.77,4459.77,377.074,1682066.36801
1758455280000,4459.78,4460.05,4458.84,4458.88,862.834,3847685.92791
1758455340000,4458.89,4458.89,4458.88,4458.88,96.977,432409.07381
1758455400000,4458.89,4458.89,4457.28,4457.99,655.346,2921414.7993
1758455460000,4458.0,4458.74,4457.99,4458.2,369.828,1648865.77532
1758455520000,4458.2,4459.0,4457.92,4458.17,459.393,2048096.30281
1758455580000,4458.16,4460.0,4458.16,4459.59,823.104,3670311.58834
1758455640000,4459.59,4460.46,4459.59,4460.45,125.857,561287.26167
1758455700000,4460.45,4460.46,4459.77,4460.19,156.235,696818.14982
1758455760000,4460.2,4460.43,4459.14,4459.56,330.718,1474911.98755
1758455820000,4459.55,4460.65,4459.54,4459.55,330.538,1474267.0191
1758455880000,4459.55,4459.55,4458.53,4458.54,303.723,1354340.92256
1758455940000,4458.53,4458.54,4458.25,4458.26,201.648,899005.96131
1758456000000,4458.25,4458.63,4458.01,4458.57,469.626,2093715.00216
1758456060000,4458.57,4460.04,4458.08,4460.03,438.725,1956397.79116
1758456120000,4460.04,4460.04,4459.3,4459.31,206.273,919929.29172
1758456180000,4459.3,4460.3,4459.0,4459.46,418.209,1865039.19661
1758456240000,4459.45,4461.38,4459.45,4461.38,208.916,931854.29901
1758456300000,4461.38,4462.58,4461.38,4462.58,274.146,1223209.46831
1758456360000,4462.58,4463.43,4462.57,4463.43,507.295,2264087.0361
1758456420000,4463.42,4463.43,4461.67,4461.86,562.097,2508419.97681
1758456480000,4461.87,4463.3,4461.86,4463.3,216.779,967360.35218
1758456540000,4463.29,4464.03,4463.29,4464.02,424.832,1896417.63978
1758456600000,4464.02,4464.03,4463.04,4463.04,372.753,1663882.06942
1758456660000,4463.05,4463.66,4463.04,4463.66,205.027,915060.79893
1758456720000,4463.66,4463.97,4462.99,4463.91,1061.907,4739746.60276
1758456780000,4463.92,4464.2,4463.48,4463.93,469.078,2093960.51157
1758456840000,4463.92,4463.92,4463.0,4463.01,150.351,671068.43165
1758456900000,4463.0,4463.28,4463.0,4463.28,235.704,1051950.66899
1758456960000,4463.28,4463.81,4463.27,4463.8,192.227,858006.61463
1758457020000,4463.8,4466.45,4463.8,4466.45,1417.302,6328441.77002
1758457080000,4466.44,4466.45,4465.5,4465.63,669.166,2988472.32707
1758457140000,4465.62,4467.0,4465.62,4466.25,858.319,3833706.83971
1758457200000,4466.25,4467.39,4465.39,4467.39,1412.749,6309696.94629
1758457260000,4467.38,4468.95,4466.85,4466.85,1415.947,6326725.27367
1758457320000,4466.85,4468.35,4466.26,4468.35,577.045,2577890.54869
1758457380000,4468.35,4468.62,4467.06,4467.47,836.626,3738054.03881
1758457440000,4467.47,4468.34,4467.06,4467.06,685.52,3062653.68445
1758457500000,4467.07,4467.07,4465.55,4465.99,697.505,3115187.6801
1758457560000,4466.0,4466.35,4465.99,4465.99,844.496,3771733.16729
1758457620000,4466.0,4466.66,4466.0,4466.66,258.985,1156746.55313
1758457680000,4466.66,4466.66,4466.23,4466.24,111.538,498192.7098
1758457740000,4466.24,4468.0,4466.24,4467.59,823.835,3680481.25719
